,Family,Virus,Abbreviation,Species,Probe,Accession,Identifier,Strand
CM014239.1-IGH228,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,IGH228,+
CM014239.1-RGFECB,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,RGFECB,+
CM014239.1-AQFNRK,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,AQFNRK,+
CM014239.1-CBQNT0,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,CBQNT0,+
CM014239.1-16URCB,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014239.1,16URCB,+
CM014239.1-IUOO4F,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,IUOO4F,+
CM014239.1-PB2MHH,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,PB2MHH,+
CM014239.1-WSZRMS,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,WSZRMS,-
CM014239.1-8AAATA,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014239.1,8AAATA,-
CM014239.1-HL0GBT,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,HL0GBT,-
CM014239.1-NRWMZS,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,NRWMZS,-
CM014239.1-KJWKXG,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,KJWKXG,-
CM014239.1-6RQN0O,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,6RQN0O,-
CM014239.1-ISU56A,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,ISU56A,-
CM014239.1-SBZH4L,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,SBZH4L,-
CM014239.1-IV0F63,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014239.1,IV0F63,-
CM014239.1-APU1I1,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,APU1I1,-
CM014239.1-0EVCZR,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,0EVCZR,-
CM014239.1-TC45IG,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,TC45IG,-
CM014239.1-5M84Q5,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,5M84Q5,-
CM014239.1-WOOQZB,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014239.1,WOOQZB,-
CM014241.1-I12H2R,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014241.1,I12H2R,-
CM014241.1-FUD1PN,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014241.1,FUD1PN,-
CM014241.1-0WXVJQ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014241.1,0WXVJQ,-
CM014226.1-MZAX5V,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,MZAX5V,-
CM014226.1-SV7SO0,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,SV7SO0,-
CM014226.1-EGWEAK,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,EGWEAK,-
CM014226.1-QK02ET,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,QK02ET,-
CM014226.1-2U0Z0K,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,2U0Z0K,-
CM014226.1-R2VP98,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,R2VP98,-
CM014226.1-NQSM3V,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,NQSM3V,-
CM014226.1-AVU17U,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,AVU17U,-
CM014226.1-4VEB9R,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,4VEB9R,-
CM014236.1-SS1TTI,Epsilonretrovirus,Human T lymphotropic virus 2,HTLV,Rhinolophus_ferrumequinum,POL,CM014236.1,SS1TTI,+
CM014226.1-9WU6I6,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,9WU6I6,-
CM014226.1-0NG6XP,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,0NG6XP,-
CM014226.1-V42JH4,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,V42JH4,-
CM014226.1-FM6GJW,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,FM6GJW,-
CM014226.1-AZHHCA,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,AZHHCA,-
CM014246.1-C7YRX2,Epsilonretrovirus,Human T lymphotropic virus 2,HTLV,Rhinolophus_ferrumequinum,GAG,CM014246.1,C7YRX2,-
CM014226.1-6MIODL,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,6MIODL,-
CM014226.1-H0ZREX,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,H0ZREX,-
CM014226.1-LV2P0Q,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,LV2P0Q,-
CM014226.1-UF834T,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,UF834T,-
CM014246.1-E4AFZR,Epsilonretrovirus,Human T lymphotropic virus 2,HTLV,Rhinolophus_ferrumequinum,POL,CM014246.1,E4AFZR,-
CM014226.1-Z7PQ73,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,Z7PQ73,-
CM014226.1-OV7REQ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,OV7REQ,-
CM014226.1-4YVP0F,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,4YVP0F,-
CM014239.1-Q0EPP8,Epsilonretrovirus,Human T lymphotropic virus 2,HTLV,Rhinolophus_ferrumequinum,POL,CM014239.1,Q0EPP8,-
CM014230.1-7VBUWI,Epsilonretrovirus,Human T lymphotropic virus 2,HTLV,Rhinolophus_ferrumequinum,POL,CM014230.1,7VBUWI,-
CM014230.1-4G9DAY,Epsilonretrovirus,Human T lymphotropic virus 2,HTLV,Rhinolophus_ferrumequinum,POL,CM014230.1,4G9DAY,-
CM014226.1-FN7Z9E,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,FN7Z9E,-
CM014226.1-QLMYI6,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,QLMYI6,-
CM014226.1-BMCDMQ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,BMCDMQ,-
CM014226.1-W3LZDZ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,W3LZDZ,-
CM014226.1-P48V5D,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,P48V5D,-
CM014226.1-DCOFYW,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,DCOFYW,-
CM014226.1-H785TP,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,H785TP,-
CM014226.1-5WMOMA,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,5WMOMA,-
CM014226.1-PAR0X9,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,PAR0X9,-
CM014226.1-G0UVJ7,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,G0UVJ7,-
CM014226.1-OAL4QO,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,OAL4QO,-
CM014226.1-GHH57O,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,GHH57O,-
CM014226.1-38KK9U,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,38KK9U,-
CM014226.1-CF1GLV,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,CF1GLV,-
CM014226.1-WK4SUO,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,WK4SUO,-
CM014226.1-85INLA,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,85INLA,-
CM014230.1-8SSV2R,Epsilonretrovirus,Human T lymphotropic virus 2,HTLV,Rhinolophus_ferrumequinum,POL,CM014230.1,8SSV2R,-
CM014226.1-I0UCAH,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,I0UCAH,-
CM014226.1-G12X6Y,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,G12X6Y,-
CM014226.1-XVZGPS,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,XVZGPS,-
CM014226.1-9SRXTF,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,9SRXTF,-
CM014226.1-31HB5J,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,31HB5J,-
CM014226.1-19YC4C,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,19YC4C,-
CM014226.1-CRVKA1,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,CRVKA1,-
CM014226.1-OQVOGD,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,OQVOGD,-
CM014226.1-6PGOHZ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,6PGOHZ,-
CM014226.1-6C8RVN,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,6C8RVN,-
CM014226.1-JA0Q5I,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,JA0Q5I,-
CM014232.1-BFEDYD,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014232.1,BFEDYD,-
CM014226.1-9WF3ME,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,9WF3ME,+
CM014226.1-1VVFDP,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,1VVFDP,+
CM014226.1-A1XUL9,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,A1XUL9,+
CM014232.1-GKHZD7,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014232.1,GKHZD7,-
CM014226.1-M736OI,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,M736OI,+
CM014226.1-JUDS8V,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,JUDS8V,+
CM014226.1-A2A5ZI,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,A2A5ZI,+
CM014226.1-JPNSML,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,JPNSML,+
CM014226.1-HFS5DE,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,HFS5DE,+
CM014226.1-DNPHG6,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,DNPHG6,+
CM014226.1-0YCH0R,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,0YCH0R,+
CM014239.1-V9FGUF,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014239.1,V9FGUF,-
CM014226.1-5F81AT,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,5F81AT,+
CM014226.1-D77LOR,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,D77LOR,+
CM014226.1-P55VVB,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,P55VVB,+
CM014226.1-TPYG0A,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,TPYG0A,+
CM014226.1-F4WI4F,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,F4WI4F,+
CM014226.1-PFJP83,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,PFJP83,+
CM014239.1-0CRHQH,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014239.1,0CRHQH,-
CM014226.1-YQMU3E,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,YQMU3E,+
CM014226.1-ND0UII,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,ND0UII,+
CM014226.1-JOCX7Q,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,JOCX7Q,+
CM014226.1-MWDJWW,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,MWDJWW,+
CM014226.1-5KIQXL,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,5KIQXL,+
CM014226.1-K0Q6UB,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,K0Q6UB,+
CM014226.1-HTZMMX,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,HTZMMX,+
CM014226.1-9RFNEI,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,9RFNEI,+
CM014226.1-770LFG,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,770LFG,+
CM014226.1-7ELU8T,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,7ELU8T,+
CM014226.1-8OE6KJ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,8OE6KJ,+
CM014226.1-6BK8AU,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,6BK8AU,+
CM014226.1-QGB0RT,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,QGB0RT,+
CM014226.1-RSHZZ9,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,RSHZZ9,+
CM014226.1-CCYCLY,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,CCYCLY,+
CM014226.1-7I6IIV,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,7I6IIV,+
CM014226.1-H7SA1Q,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,H7SA1Q,+
CM014226.1-S2URZT,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,S2URZT,+
CM014226.1-9Z5CIN,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,9Z5CIN,+
CM014226.1-WFP537,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,WFP537,+
CM014226.1-YEN2CK,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,YEN2CK,+
CM014226.1-XMANK9,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,XMANK9,+
CM014226.1-S0RW6Q,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,S0RW6Q,+
CM014244.1-IGEUZU,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014244.1,IGEUZU,-
CM014226.1-X0SQGL,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,X0SQGL,+
CM014226.1-DAXCO0,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,DAXCO0,+
CM014226.1-SDRA6Z,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,SDRA6Z,+
CM014226.1-UFAXWZ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,UFAXWZ,+
CM014226.1-K2LZSU,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,K2LZSU,+
CM014226.1-7TFVNA,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,7TFVNA,+
CM014226.1-HZ57DC,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,HZ57DC,+
CM014226.1-GVDXRG,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,GVDXRG,+
CM014232.1-6C9ZUW,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014232.1,6C9ZUW,+
CM014232.1-B95NHL,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014232.1,B95NHL,+
CM014232.1-5BCODE,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014232.1,5BCODE,+
CM014232.1-VJFL7J,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014232.1,VJFL7J,+
CM014227.1-H67RZ6,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014227.1,H67RZ6,+
CM014232.1-1LC7RJ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014232.1,1LC7RJ,+
CM014232.1-KHFIJX,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014232.1,KHFIJX,+
CM014232.1-M6G93Y,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014232.1,M6G93Y,+
CM014232.1-U0QFNV,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014232.1,U0QFNV,+
CM014232.1-2Y2BE4,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014232.1,2Y2BE4,-
CM014232.1-0NIGEI,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014232.1,0NIGEI,-
CM014232.1-PIUP9E,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014232.1,PIUP9E,-
CM014232.1-DL3KRT,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014232.1,DL3KRT,-
CM014232.1-68OMGA,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014232.1,68OMGA,-
CM014250.1-T4JGF1,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014250.1,T4JGF1,-
CM014250.1-WGN8SL,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014250.1,WGN8SL,-
CM014250.1-HXCY8O,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014250.1,HXCY8O,-
CM014250.1-Y5RH0K,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014250.1,Y5RH0K,-
CM014250.1-OYJDH7,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014250.1,OYJDH7,+
CM014250.1-1ILYNS,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014250.1,1ILYNS,+
CM014250.1-2H5Q8S,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014250.1,2H5Q8S,+
CM014250.1-I6DKGL,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014250.1,I6DKGL,+
CM014250.1-VGUYX4,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014250.1,VGUYX4,+
CM014226.1-KZNFND,Orthoretrovirus,Manis javanica Endogenous retrovirus group K,MjERVk,Rhinolophus_ferrumequinum,GAG,CM014226.1,KZNFND,+
CM014250.1-OZC114,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014250.1,OZC114,+
CM014250.1-HI3BZL,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014250.1,HI3BZL,+
CM014237.1-J55RBI,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,J55RBI,-
CM014237.1-GRNDGJ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,GRNDGJ,-
CM014237.1-SP5V1V,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,SP5V1V,-
CM014237.1-4NUYCQ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,4NUYCQ,-
CM014237.1-EM96OY,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,EM96OY,-
CM014237.1-2VC4HN,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,2VC4HN,-
CM014237.1-WL86DA,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,WL86DA,-
CM014237.1-X32XSB,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,X32XSB,-
CM014237.1-65MKWU,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014237.1,65MKWU,-
CM014237.1-8EYP6N,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,8EYP6N,-
CM014237.1-8VI8GT,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,8VI8GT,-
CM014237.1-3SWTWZ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,3SWTWZ,-
CM014237.1-QCCTFS,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014237.1,QCCTFS,-
CM014237.1-5SF724,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,5SF724,-
CM014237.1-ENXG7V,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014237.1,ENXG7V,-
CM014230.1-WQA9FY,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,WQA9FY,-
CM014230.1-239QY2,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014230.1,239QY2,-
CM014230.1-KHOU4L,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014230.1,KHOU4L,-
CM014230.1-LXQUZH,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,LXQUZH,-
CM014230.1-5EWN16,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014230.1,5EWN16,-
CM014230.1-7JI7J4,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,7JI7J4,-
CM014230.1-COQJ49,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,COQJ49,-
CM014230.1-2A7L3T,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,2A7L3T,-
CM014230.1-5D5IH9,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014230.1,5D5IH9,-
CM014230.1-O6MI0G,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,O6MI0G,-
CM014230.1-DMVRL5,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,DMVRL5,-
